Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,e(x),e(x)Orig
MYS,0,0,0,0,1,1488.01,2001,2001,4,1,70.58,70.65
MYS,0,0,0,0,1,1488.01,2001,2001,4,2,75.07,75.14
MYS,0,0,0,0,1,1488.02,2002,2002,4,1,70.62,70.69
MYS,0,0,0,0,1,1488.02,2002,2002,4,2,75.11,75.22
MYS,0,0,0,0,1,1488.03,2003,2003,4,1,70.73,70.83
MYS,0,0,0,0,1,1488.03,2003,2003,4,2,75.32,75.48
MYS,0,0,0,0,1,1488.04,2004,2004,4,1,71,71.12
MYS,0,0,0,0,1,1488.04,2004,2004,4,2,75.61,75.82
MYS,0,0,0,0,1,1488.05,2005,2005,4,1,71.26,71.4
MYS,0,0,0,0,1,1488.05,2005,2005,4,2,75.81,76.03
MYS,0,0,0,0,1,1488.06,2006,2006,4,1,71.42,71.57
MYS,0,0,0,0,1,1488.06,2006,2006,4,2,75.89,76.11
MYS,0,0,0,0,1,1488.07,2007,2007,4,1,71.45,71.65
MYS,0,0,0,0,1,1488.07,2007,2007,4,2,75.94,76.15
MYS,0,0,0,0,1,1525.01,2008,2008,4,1,71.46,71.57
MYS,0,0,0,0,1,1525.01,2008,2008,4,2,76.19,76.4
MYS,0,0,0,0,1,1525.06,2009,2009,4,1,71.51,71.63
MYS,0,0,0,0,1,1525.06,2009,2009,4,2,76.28,76.51
MYS,0,0,0,0,1,1525.11,2010,2010,4,1,71.75,71.89
MYS,0,0,0,0,1,1525.11,2010,2010,4,2,76.64,76.95
MYS,0,0,0,0,1,1489.01,2011,2011,4,1,71.92,72.12
MYS,0,0,0,0,1,1489.01,2011,2011,4,2,76.45,76.77
MYS,0,0,0,0,1,1489.02,2012,2012,4,1,72.3,72.29
MYS,0,0,0,0,1,1489.02,2012,2012,4,2,76.61,76.95
MYS,0,0,0,0,1,1489.03,2013,2013,4,1,72.47,72.47
MYS,0,0,0,0,1,1489.03,2013,2013,4,2,76.72,77.11
MYS,0,0,0,0,1,1489.04,2014,2014,4,1,72.51,72.54
MYS,0,0,0,0,1,1489.04,2014,2014,4,2,76.78,77.21
MYS,0,0,0,0,1,1490.01,2015,2015,4,1,72.49,72.49
MYS,0,0,0,0,1,1490.01,2015,2015,4,2,76.68,77.08
MYS,0,0,0,0,1,1490.02,2016,2016,4,1,72.54,72.55
MYS,0,0,0,0,1,1490.02,2016,2016,4,2,76.79,77.23
MYS,0,0,0,0,1,1490.03,2017,2017,4,1,72.64,72.66
MYS,0,0,0,0,1,1490.03,2017,2017,4,2,76.89,77.36
MYS,0,0,0,0,1,1491.01,2018,2018,4,1,71.94,72.17
MYS,0,0,0,0,1,1491.01,2018,2018,4,2,76.69,77.12
MYS,0,0,0,0,1,1491.02,2019,2019,4,1,71.93,72.16
MYS,0,0,0,0,1,1491.02,2019,2019,4,2,76.78,77.25
MYS,0,0,0,0,1,1492.01,2020,2020,4,1,72.59,72.61
MYS,0,0,0,0,1,1492.01,2020,2020,4,2,77.04,77.57
MYS,10,0,0,0,1,1493.03,2001,2001,4,1,70.36,70.44
MYS,10,0,0,0,1,1493.03,2001,2001,4,2,75,75.1
MYS,10,0,0,0,1,1493.2,2002,2002,4,1,70.46,70.57
MYS,10,0,0,0,1,1493.2,2002,2002,4,2,75,75.12
MYS,10,0,0,0,1,1493.37,2003,2003,4,1,70.63,70.74
MYS,10,0,0,0,1,1493.37,2003,2003,4,2,75.23,75.4
MYS,10,0,0,0,1,1493.54,2004,2004,4,1,70.86,71.01
MYS,10,0,0,0,1,1493.54,2004,2004,4,2,75.47,75.68
MYS,10,0,0,0,1,1494.02,2005,2005,4,1,70.99,71.15
MYS,10,0,0,0,1,1494.02,2005,2005,4,2,75.64,75.88
MYS,10,0,0,0,1,1494.19,2006,2006,4,1,70.99,71.14
MYS,10,0,0,0,1,1494.19,2006,2006,4,2,75.66,75.89
MYS,10,0,0,0,1,1494.36,2007,2007,4,1,70.93,71.07
MYS,10,0,0,0,1,1494.36,2007,2007,4,2,75.68,75.91
MYS,0,0,0,0,1,1525.16,2008,2008,4,1,70.94,71.03
MYS,0,0,0,0,1,1525.16,2008,2008,4,2,76.04,76.26
MYS,10,0,0,0,1,1525.3,2009,2009,4,1,70.97,71.08
MYS,10,0,0,0,1,1525.3,2009,2009,4,2,76.22,76.49
MYS,10,0,0,0,1,1525.44,2010,2010,4,1,71.28,71.42
MYS,10,0,0,0,1,1525.44,2010,2010,4,2,76.64,77.01
MYS,10,0,0,0,1,1497.02,2011,2011,4,1,71.73,71.96
MYS,10,0,0,0,1,1497.02,2011,2011,4,2,76.29,76.63
MYS,10,0,0,0,1,1497.2,2012,2012,4,1,72,72.26
MYS,10,0,0,0,1,1497.2,2012,2012,4,2,76.46,76.83
MYS,10,0,0,0,1,1497.38,2013,2013,4,1,72.07,72.38
MYS,10,0,0,0,1,1497.38,2013,2013,4,2,76.61,77.03
MYS,10,0,0,0,1,1498.02,2014,2014,4,1,71.84,72.08
MYS,10,0,0,0,1,1498.02,2014,2014,4,2,76.53,76.95
MYS,10,0,0,0,1,1495.02,2015,2015,4,1,71.89,72.15
MYS,10,0,0,0,1,1495.02,2015,2015,4,2,76.54,76.98
MYS,10,0,0,0,1,1496.01,2016,2016,4,1,71.69,71.93
MYS,10,0,0,0,1,1496.01,2016,2016,4,2,76.44,76.88
MYS,10,0,0,0,1,1946.15,2017,2017,4,1,71.74,71.98
MYS,10,0,0,0,1,1946.15,2017,2017,4,2,76.54,76.99
MYS,10,0,0,0,1,1496.29,2018,2018,4,1,72.03,72.31
MYS,10,0,0,0,1,1496.29,2018,2018,4,2,76.89,77.41
MYS,10,0,0,0,1,1491.03,2019,2019,4,1,71.52,71.75
MYS,10,0,0,0,1,1491.03,2019,2019,4,2,76.76,77.28
MYS,10,0,0,0,1,1492.02,2020,2020,4,1,71.86,72.15
MYS,10,0,0,0,1,1492.02,2020,2020,4,2,76.62,77.14
MYS,20,0,0,0,1,1493.04,2001,2001,4,1,69.2,69.2
MYS,20,0,0,0,1,1493.04,2001,2001,4,2,74.33,74.35
MYS,20,0,0,0,1,1493.21,2002,2002,4,1,69.04,69.05
MYS,20,0,0,0,1,1493.21,2002,2002,4,2,74.19,74.21
MYS,20,0,0,0,1,1493.38,2003,2003,4,1,69.14,69.15
MYS,20,0,0,0,1,1493.38,2003,2003,4,2,74.42,74.48
MYS,20,0,0,0,1,1493.55,2004,2004,4,1,69.47,69.51
MYS,20,0,0,0,1,1493.55,2004,2004,4,2,74.7,74.82
MYS,20,0,0,0,1,1494.03,2005,2005,4,1,69.74,69.77
MYS,20,0,0,0,1,1494.03,2005,2005,4,2,75.01,75.17
MYS,20,0,0,0,1,1494.2,2006,2006,4,1,69.78,69.81
MYS,20,0,0,0,1,1494.2,2006,2006,4,2,74.94,75.08
MYS,20,0,0,0,1,1494.37,2007,2007,4,1,69.79,69.81
MYS,20,0,0,0,1,1494.37,2007,2007,4,2,75.05,75.18
MYS,20,0,0,0,1,1525.17,2008,2008,4,1,69.47,69.44
MYS,20,0,0,0,1,1525.17,2008,2008,4,2,75.03,75.09
MYS,20,0,0,0,1,1525.31,2009,2009,4,1,69.5,69.48
MYS,20,0,0,0,1,1525.31,2009,2009,4,2,75.26,75.35
MYS,20,0,0,0,1,1525.45,2010,2010,4,1,69.73,69.73
MYS,20,0,0,0,1,1525.45,2010,2010,4,2,75.38,75.51
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,70.13,70.19
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,75.75,75.98
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,70.18,70.24
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,76,76.3
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,70.17,70.25
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,76.03,76.38
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,70.28,70.36
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,75.82,76.1
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,70.31,70.39
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,75.85,76.15
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,70.15,70.23
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,75.64,75.95
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,70.35,70.44
MYS,20,0,0,0,1,1946.16,2017,2017,4,2,75.75,76.08
MYS,20,0,0,0,1,1496.3,2018,2018,4,1,70.45,70.55
MYS,20,0,0,0,1,1496.3,2018,2018,4,2,76,76.38
MYS,20,0,0,0,1,1491.04,2019,2019,4,1,70.11,70.21
MYS,20,0,0,0,1,1491.04,2019,2019,4,2,75.58,75.92
MYS,20,0,0,0,1,1492.03,2020,2020,4,1,70.57,70.72
MYS,20,0,0,0,1,1492.03,2020,2020,4,2,76.5,76.96
MYS,30,0,0,0,1,1493.05,2001,2001,4,1,67.46,67.44
MYS,30,0,0,0,1,1493.05,2001,2001,4,2,73.21,73.12
MYS,30,0,0,0,1,1493.22,2002,2002,4,1,67.23,67.21
MYS,30,0,0,0,1,1493.22,2002,2002,4,2,73.24,73.18
MYS,30,0,0,0,1,1493.39,2003,2003,4,1,67.17,67.15
MYS,30,0,0,0,1,1493.39,2003,2003,4,2,73.6,73.6
MYS,30,0,0,0,1,1493.56,2004,2004,4,1,67.22,67.23
MYS,30,0,0,0,1,1493.56,2004,2004,4,2,73.79,73.82
MYS,30,0,0,0,1,1494.04,2005,2005,4,1,67.61,67.63
MYS,30,0,0,0,1,1494.04,2005,2005,4,2,74.03,74.1
MYS,30,0,0,0,1,1494.21,2006,2006,4,1,67.68,67.7
MYS,30,0,0,0,1,1494.21,2006,2006,4,2,74,74.04
MYS,30,0,0,0,1,1494.38,2007,2007,4,1,67.68,67.66
MYS,30,0,0,0,1,1494.38,2007,2007,4,2,74.06,74.06
MYS,30,0,0,0,1,1525.18,2008,2008,4,1,67.37,67.31
MYS,30,0,0,0,1,1525.18,2008,2008,4,2,73.69,73.62
MYS,30,0,0,0,1,1525.32,2009,2009,4,1,67.44,67.38
MYS,30,0,0,0,1,1525.32,2009,2009,4,2,73.71,73.65
MYS,30,0,0,0,1,1525.46,2010,2010,4,1,67.71,67.67
MYS,30,0,0,0,1,1525.46,2010,2010,4,2,73.79,73.76
MYS,30,0,0,0,1,1497.04,2011,2011,4,1,68.62,68.63
MYS,30,0,0,0,1,1497.04,2011,2011,4,2,74.7,74.82
MYS,30,0,0,0,1,1497.22,2012,2012,4,1,68.86,68.88
MYS,30,0,0,0,1,1497.22,2012,2012,4,2,74.91,75.05
MYS,30,0,0,0,1,1497.4,2013,2013,4,1,68.87,68.9
MYS,30,0,0,0,1,1497.4,2013,2013,4,2,74.93,75.09
MYS,30,0,0,0,1,1498.04,2014,2014,4,1,69,69.01
MYS,30,0,0,0,1,1498.04,2014,2014,4,2,74.93,75.07
MYS,30,0,0,0,1,1495.04,2015,2015,4,1,69.05,69.06
MYS,30,0,0,0,1,1495.04,2015,2015,4,2,74.95,75.11
MYS,30,0,0,0,1,1496.03,2016,2016,4,1,69.04,69.05
MYS,30,0,0,0,1,1496.03,2016,2016,4,2,74.93,75.09
MYS,30,0,0,0,1,1946.17,2017,2017,4,1,69.28,69.3
MYS,30,0,0,0,1,1946.17,2017,2017,4,2,75.14,75.35
MYS,30,0,0,0,1,1496.31,2018,2018,4,1,69.57,69.6
MYS,30,0,0,0,1,1496.31,2018,2018,4,2,75.57,75.84
MYS,0,0,30,0,1,1491.05,2019,2019,4,1,69.61,69.67
MYS,0,0,30,0,1,1491.05,2019,2019,4,2,75.47,75.77
MYS,30,0,0,0,1,1492.04,2020,2020,4,1,69.57,69.6
MYS,30,0,0,0,1,1492.04,2020,2020,4,2,75.91,76.23
MYS,40,0,0,0,1,1493.06,2001,2001,4,1,69.37,69.38
MYS,40,0,0,0,1,1493.06,2001,2001,4,2,73.92,73.87
MYS,40,0,0,0,1,1493.23,2002,2002,4,1,69.32,69.34
MYS,40,0,0,0,1,1493.23,2002,2002,4,2,74.11,74.12
MYS,40,0,0,0,1,1493.4,2003,2003,4,1,69.46,69.5
MYS,40,0,0,0,1,1493.4,2003,2003,4,2,74.2,74.24
MYS,40,0,0,0,1,1493.57,2004,2004,4,1,69.63,69.68
MYS,40,0,0,0,1,1493.57,2004,2004,4,2,74.66,74.77
MYS,40,0,0,0,1,1494.05,2005,2005,4,1,70,70.06
MYS,40,0,0,0,1,1494.05,2005,2005,4,2,74.95,75.07
MYS,40,0,0,0,1,1494.22,2006,2006,4,1,70.44,70.52
MYS,40,0,0,0,1,1494.22,2006,2006,4,2,75.34,75.48
MYS,40,0,0,0,1,1494.39,2007,2007,4,1,70.62,70.72
MYS,40,0,0,0,1,1494.39,2007,2007,4,2,75.46,75.6
MYS,40,0,0,0,1,1525.19,2008,2008,4,1,69.76,69.75
MYS,40,0,0,0,1,1525.19,2008,2008,4,2,75.47,75.6
MYS,40,0,0,0,1,1525.33,2009,2009,4,1,69.77,69.78
MYS,40,0,0,0,1,1525.33,2009,2009,4,2,75.51,75.66
MYS,40,0,0,0,1,1525.47,2010,2010,4,1,69.9,69.93
MYS,40,0,0,0,1,1525.47,2010,2010,4,2,75.8,75.94
MYS,40,0,0,0,1,1497.05,2011,2011,4,1,71.28,71.45
MYS,40,0,0,0,1,1497.05,2011,2011,4,2,76.44,76.73
MYS,40,0,0,0,1,1497.23,2012,2012,4,1,71.5,71.7
MYS,40,0,0,0,1,1497.23,2012,2012,4,2,76.84,77.23
MYS,40,0,0,0,1,1497.41,2013,2013,4,1,71.49,71.74
MYS,40,0,0,0,1,1497.41,2013,2013,4,2,77.11,77.57
MYS,40,0,0,0,1,1498.05,2014,2014,4,1,71.79,72.03
MYS,40,0,0,0,1,1498.05,2014,2014,4,2,76.83,77.27
MYS,40,0,0,0,1,1495.05,2015,2015,4,1,71.84,72.09
MYS,40,0,0,0,1,1495.05,2015,2015,4,2,76.94,77.38
MYS,40,0,0,0,1,1496.04,2016,2016,4,1,71.68,71.92
MYS,40,0,0,0,1,1496.04,2016,2016,4,2,76.8,77.25
MYS,40,0,0,0,1,1946.18,2017,2017,4,1,71.71,71.99
MYS,40,0,0,0,1,1946.18,2017,2017,4,2,76.97,77.48
MYS,40,0,0,0,1,1496.32,2018,2018,4,1,72.25,72.58
MYS,40,0,0,0,1,1496.32,2018,2018,4,2,77.52,78.16
MYS,40,0,0,0,1,1491.06,2019,2019,4,1,71.5,71.79
MYS,40,0,0,0,1,1491.06,2019,2019,4,2,77.31,77.91
MYS,40,0,0,0,1,1492.05,2020,2020,4,1,72.03,72.37
MYS,40,0,0,0,1,1492.05,2020,2020,4,2,77.35,78.02
MYS,50,0,0,0,1,1493.07,2001,2001,4,1,69.08,69.09
MYS,50,0,0,0,1,1493.07,2001,2001,4,2,74.64,74.7
MYS,50,0,0,0,1,1493.24,2002,2002,4,1,69.1,69.14
MYS,50,0,0,0,1,1493.24,2002,2002,4,2,74.64,74.71
MYS,50,0,0,0,1,1493.41,2003,2003,4,1,69.15,69.19
MYS,50,0,0,0,1,1493.41,2003,2003,4,2,74.83,74.97
MYS,50,0,0,0,1,1493.58,2004,2004,4,1,69.29,69.34
MYS,50,0,0,0,1,1493.58,2004,2004,4,2,75.1,75.3
MYS,50,0,0,0,1,1494.06,2005,2005,4,1,69.5,69.56
MYS,50,0,0,0,1,1494.06,2005,2005,4,2,75.31,75.51
MYS,50,0,0,0,1,1494.23,2006,2006,4,1,69.76,69.83
MYS,50,0,0,0,1,1494.23,2006,2006,4,2,75.53,75.75
MYS,50,0,0,0,1,1494.4,2007,2007,4,1,69.75,69.83
MYS,50,0,0,0,1,1494.4,2007,2007,4,2,75.43,75.63
MYS,50,0,0,0,1,1525.2,2008,2008,4,1,69.52,69.54
MYS,50,0,0,0,1,1525.2,2008,2008,4,2,75.59,75.79
MYS,50,0,0,0,1,1525.34,2009,2009,4,1,69.56,69.58
MYS,50,0,0,0,1,1525.34,2009,2009,4,2,75.61,75.82
MYS,50,0,0,0,1,1525.48,2010,2010,4,1,69.78,69.82
MYS,50,0,0,0,1,1525.48,2010,2010,4,2,76.12,76.42
MYS,50,0,0,0,1,1497.06,2011,2011,4,1,70.58,70.74
MYS,50,0,0,0,1,1497.06,2011,2011,4,2,75.92,76.18
MYS,50,0,0,0,1,1497.24,2012,2012,4,1,70.79,70.97
MYS,50,0,0,0,1,1497.24,2012,2012,4,2,76.06,76.34
MYS,50,0,0,0,1,1497.42,2013,2013,4,1,70.78,70.99
MYS,50,0,0,0,1,1497.42,2013,2013,4,2,76.05,76.36
MYS,50,0,0,0,1,1498.06,2014,2014,4,1,70.84,70.99
MYS,50,0,0,0,1,1498.06,2014,2014,4,2,76.11,76.43
MYS,50,0,0,0,1,1495.06,2015,2015,4,1,70.86,71.05
MYS,50,0,0,0,1,1495.06,2015,2015,4,2,76.23,76.59
MYS,50,0,0,0,1,1496.05,2016,2016,4,1,70.4,70.55
MYS,50,0,0,0,1,1496.05,2016,2016,4,2,76.35,76.73
MYS,50,0,0,0,1,1946.19,2017,2017,4,1,70.95,71.14
MYS,50,0,0,0,1,1946.19,2017,2017,4,2,76.5,76.95
MYS,50,0,0,0,1,1496.33,2018,2018,4,1,72.79,72.86
MYS,50,0,0,0,1,1496.33,2018,2018,4,2,76.77,77.28
MYS,50,0,0,0,1,1491.07,2019,2019,4,1,70.58,70.73
MYS,50,0,0,0,1,1491.07,2019,2019,4,2,76.31,76.77
MYS,50,0,0,0,1,1492.05,2020,2020,4,1,71.15,71.35
MYS,50,0,0,0,1,1492.05,2020,2020,4,2,76.64,77.22
MYS,60,0,0,0,1,1493.08,2001,2001,4,1,69.48,69.55
MYS,60,0,0,0,1,1493.08,2001,2001,4,2,74.19,74.25
MYS,60,0,0,0,1,1493.25,2002,2002,4,1,69.36,69.42
MYS,60,0,0,0,1,1493.25,2002,2002,4,2,74.32,74.41
MYS,60,0,0,0,1,1493.42,2003,2003,4,1,69.39,69.46
MYS,60,0,0,0,1,1493.42,2003,2003,4,2,74.48,74.6
MYS,60,0,0,0,1,1493.59,2004,2004,4,1,69.73,69.83
MYS,60,0,0,0,1,1493.59,2004,2004,4,2,74.87,75.03
MYS,60,0,0,0,1,1494.07,2005,2005,4,1,69.87,69.98
MYS,60,0,0,0,1,1494.07,2005,2005,4,2,75.1,75.29
MYS,60,0,0,0,1,1494.24,2006,2006,4,1,70.09,70.23
